title,genre,country,device,watch_time,completion_rate
The Witcher,Documentary,Canada,Tablet,58,72.62822517177914
Money Heist,Drama,Brazil,Tablet,34,79.51266826298472
Bridgerton,Drama,United States,Tablet,29,55.98152197580352
The Witcher,Drama,United States,Mobile,43,84.15400867370677
Stranger Things,Comedy,Brazil,TV,31,76.51237631831214
Bridgerton,Thriller,United States,TV,78,76.50442484572119
Money Heist,Documentary,United States,Mobile,87,84.21143554440127
Bridgerton,Documentary,United Kingdom,Tablet,103,90.40841235943878
Bridgerton,Thriller,United States,Mobile,84,75.38920934755605
Money Heist,Action,Canada,Tablet,110,55.85536157526389
Bridgerton,Thriller,Brazil,Mobile,81,77.7096848307699
Wednesday,Documentary,United States,Tablet,86,69.66153489864388
Money Heist,Documentary,India,Tablet,106,51.24854502170656
Bridgerton,Action,United Kingdom,Tablet,39,61.52753245351834
The Witcher,Thriller,Canada,Desktop,116,61.88493801531144
The Witcher,Drama,United States,Tablet,114,51.605987803390725
Bridgerton,Thriller,Brazil,TV,86,57.72074721699962
Stranger Things,Action,Canada,TV,100,86.30530341847093
Bridgerton,Action,United States,Desktop,55,69.45615048075152
Bridgerton,Comedy,United Kingdom,Desktop,117,67.17152940097466
Money Heist,Documentary,United Kingdom,Mobile,72,84.4736949703382
Stranger Things,Thriller,Canada,Tablet,62,77.30122966603751
The Witcher,Documentary,Brazil,Mobile,37,63.53668662108662
Bridgerton,Drama,United States,Desktop,34,67.04582045960453
Money Heist,Drama,India,Mobile,58,81.06000723020911
Money Heist,Thriller,Brazil,Mobile,86,68.78243677465004
The Witcher,Documentary,Canada,Mobile,119,85.43607518742922
Money Heist,Thriller,United States,TV,81,55.528959353432974
Stranger Things,Drama,United Kingdom,TV,39,55.97003210381568
Bridgerton,Thriller,Canada,Tablet,70,92.57193481655571
The Witcher,Action,India,Desktop,103,87.1794703260613
Money Heist,Drama,United Kingdom,Desktop,93,53.65293230163907
The Witcher,Drama,United Kingdom,TV,44,75.46057926230213
Wednesday,Action,India,Mobile,74,86.20679894163166
Bridgerton,Action,United States,Desktop,56,93.0465241289348
Bridgerton,Action,Canada,Mobile,38,56.14199894285521
The Witcher,Comedy,Canada,TV,22,79.69359028915285
Bridgerton,Thriller,United States,Tablet,102,64.33296242236263
Wednesday,Comedy,India,Mobile,48,95.87129264022505
The Witcher,Comedy,United Kingdom,TV,49,51.16435397212909
Bridgerton,Comedy,India,Desktop,71,66.7554930018472
Bridgerton,Action,Brazil,Tablet,59,73.64022320563623
Bridgerton,Drama,Canada,Tablet,83,89.84938273794927
Money Heist,Thriller,United States,TV,34,62.882808840359736
Bridgerton,Drama,Brazil,Desktop,53,85.1652653431689
The Witcher,Comedy,United States,Mobile,105,56.425198925060485
Bridgerton,Comedy,United Kingdom,Tablet,61,60.3256582464892
Stranger Things,Comedy,India,Tablet,50,64.66780399969937
Stranger Things,Drama,United Kingdom,Tablet,114,80.0925661308902
Bridgerton,Thriller,India,Tablet,116,67.14460456744898
Money Heist,Thriller,Brazil,TV,20,51.124616481777025
Bridgerton,Action,United States,TV,111,74.08499190061704
Stranger Things,Drama,Brazil,TV,107,51.20890218770851
Money Heist,Action,United States,Tablet,76,67.95967011945908
Bridgerton,Thriller,Canada,Tablet,69,52.718308922009186
Stranger Things,Thriller,Brazil,Mobile,34,69.0347767838672
Bridgerton,Action,Brazil,TV,60,60.78874982213447
The Witcher,Thriller,Brazil,Tablet,71,97.55561004881332
Wednesday,Documentary,United States,Mobile,110,61.64861060390196
Stranger Things,Thriller,India,TV,78,80.84420359831974
Money Heist,Drama,Canada,TV,53,61.839901729805945
Stranger Things,Action,Canada,Mobile,44,55.9198420713827
The Witcher,Drama,United States,Desktop,81,82.67444660291238
Stranger Things,Documentary,Canada,Tablet,43,96.4004370887277
Stranger Things,Documentary,Brazil,Tablet,106,95.06934284053285
Bridgerton,Action,Brazil,Mobile,90,55.33096364027117
Money Heist,Documentary,United Kingdom,Tablet,101,53.48928920002324
Stranger Things,Thriller,India,Tablet,118,55.8731036398192
Money Heist,Comedy,United States,Mobile,116,82.60299379973124
Money Heist,Thriller,Canada,Mobile,56,65.5702822522439
Money Heist,Thriller,Canada,Tablet,86,52.996332411522744
The Witcher,Thriller,Canada,Desktop,72,59.626495771906974
Wednesday,Thriller,United States,TV,30,85.50725187982516
The Witcher,Documentary,Canada,Mobile,37,72.4675658364773
The Witcher,Documentary,India,Tablet,48,91.66956570523021
Bridgerton,Comedy,United Kingdom,Desktop,68,65.3731086516763
Wednesday,Action,United States,Tablet,100,58.11362862795373
Money Heist,Drama,United Kingdom,Tablet,64,71.46600214270883
Bridgerton,Drama,United States,Desktop,92,75.39471047656389
Money Heist,Thriller,United States,Tablet,42,55.59001856169686
Bridgerton,Comedy,Brazil,Tablet,44,81.70252541533597
Stranger Things,Thriller,United Kingdom,Desktop,34,97.7930840187369
Wednesday,Documentary,India,TV,53,61.06107570911496
Money Heist,Documentary,United Kingdom,Tablet,45,69.20574556218847
Bridgerton,Drama,United States,Tablet,111,85.6095864126602
Bridgerton,Action,United States,Tablet,79,82.9872509203316
The Witcher,Drama,Canada,Mobile,36,83.51008146703131
Wednesday,Comedy,Brazil,Mobile,63,87.95260050335541
Wednesday,Thriller,India,TV,87,89.00959647340159
The Witcher,Documentary,United Kingdom,TV,82,76.37011435850292
Wednesday,Documentary,United Kingdom,Desktop,89,98.2742828503967
The Witcher,Action,India,Mobile,59,67.14343697637075
The Witcher,Action,Canada,Tablet,71,82.83613532283653
The Witcher,Documentary,Canada,Mobile,66,66.98572719180422
Money Heist,Thriller,India,TV,93,76.66003321845201
Money Heist,Documentary,United States,TV,37,63.05634236807279
Money Heist,Drama,United States,Tablet,82,53.15168262498808
The Witcher,Comedy,United States,Desktop,27,64.39688740857075
Bridgerton,Thriller,United Kingdom,Desktop,101,56.0001374808444
The Witcher,Comedy,United States,Mobile,20,50.74150812158539
Bridgerton,Drama,Brazil,Tablet,107,51.04226199038504
Money Heist,Documentary,India,Tablet,35,69.90215870520478
Bridgerton,Thriller,United Kingdom,Mobile,42,96.83869747615009
Stranger Things,Drama,United States,TV,100,55.98834659554424
Stranger Things,Action,United Kingdom,Mobile,87,50.00788722890284
Wednesday,Drama,United States,Mobile,103,64.89381657613967
Money Heist,Thriller,Brazil,Mobile,107,52.781932966435136
Stranger Things,Drama,United States,Mobile,79,73.02636655681881
The Witcher,Action,Brazil,Tablet,26,56.08090784098247
Wednesday,Thriller,Canada,Mobile,63,70.10042358254307
Wednesday,Comedy,Brazil,Tablet,71,73.89386528265288
Bridgerton,Action,Canada,Mobile,94,60.1576968594984
Money Heist,Thriller,United Kingdom,Desktop,110,52.40011513150647
The Witcher,Thriller,Canada,TV,106,65.90553712041584
The Witcher,Documentary,India,Desktop,68,66.17649570890694
Money Heist,Comedy,United States,Mobile,51,53.87428987252457
Bridgerton,Comedy,Canada,Tablet,109,70.803511777664
Money Heist,Thriller,United Kingdom,Tablet,110,61.980491601410264
Bridgerton,Action,United Kingdom,Desktop,59,54.919274625348464
The Witcher,Documentary,India,Tablet,112,50.98660478342026
Wednesday,Documentary,India,Desktop,87,66.46217393817885
Money Heist,Action,Canada,Tablet,50,95.69073991681063
Wednesday,Documentary,Canada,Desktop,106,79.45581719138312
Wednesday,Documentary,United Kingdom,Desktop,107,62.88700306557593
Money Heist,Drama,United States,TV,85,93.66219728706605
Stranger Things,Action,Brazil,Desktop,36,93.03022451748548
Stranger Things,Documentary,United Kingdom,Mobile,104,63.75201294703667
Bridgerton,Action,Brazil,Tablet,104,71.45488917427949
Wednesday,Documentary,United States,Desktop,79,97.33955861408103
Bridgerton,Comedy,Canada,Desktop,83,85.38513147748418
Money Heist,Drama,United Kingdom,TV,103,54.00162848829683
Bridgerton,Drama,India,Desktop,59,96.39845308935224
Money Heist,Thriller,United Kingdom,Mobile,114,98.96241393509926
Wednesday,Drama,India,TV,67,60.534019866378145
Wednesday,Drama,Brazil,Mobile,21,53.540735069288225
Money Heist,Documentary,Canada,Tablet,94,75.5069270955201
The Witcher,Thriller,Brazil,TV,86,62.629754655956674
Stranger Things,Drama,United Kingdom,Desktop,56,93.8423887077056
Wednesday,Action,United Kingdom,Desktop,49,77.8609522465022
Money Heist,Thriller,Canada,Desktop,115,89.6144976665451
Wednesday,Comedy,United Kingdom,Mobile,22,90.42301447385742
Bridgerton,Thriller,Brazil,Desktop,81,87.84973797448278
Stranger Things,Comedy,United Kingdom,Mobile,119,56.1940282647781
Money Heist,Documentary,Brazil,TV,118,82.34028301745485
Wednesday,Drama,India,Desktop,31,70.06985581563471
Stranger Things,Thriller,Canada,Desktop,105,57.4547839335717
Wednesday,Drama,Brazil,Desktop,31,86.19921326240757
Money Heist,Drama,Canada,Tablet,73,79.04569491231392
Stranger Things,Thriller,India,Desktop,111,81.37195038410755
Bridgerton,Documentary,India,Mobile,65,87.27262067535102
Wednesday,Documentary,India,Desktop,54,80.82396792706223
Wednesday,Documentary,United States,Desktop,93,94.99757019532132
Money Heist,Documentary,India,Tablet,37,98.97253815564119
Money Heist,Comedy,United Kingdom,TV,55,92.48376537005623
Wednesday,Documentary,India,Mobile,115,55.55262221890547
The Witcher,Drama,India,Mobile,93,73.65175625418502
Wednesday,Thriller,Brazil,Tablet,94,72.69266278425262
Stranger Things,Comedy,India,Desktop,81,78.96339147875996
Wednesday,Documentary,India,TV,87,65.88802534124771
Money Heist,Drama,Brazil,TV,81,51.780261325825435
Bridgerton,Drama,India,Desktop,28,80.06838134950331
Money Heist,Action,India,TV,40,60.4542421079365
Wednesday,Documentary,United States,TV,83,50.745513207740395
Stranger Things,Drama,United States,Tablet,40,96.16412078515724
Wednesday,Drama,United Kingdom,Desktop,85,53.88239576766453
Money Heist,Thriller,India,TV,52,97.3251210701605
The Witcher,Documentary,United Kingdom,Mobile,35,93.04275140217243
Bridgerton,Action,United States,TV,69,68.25256387709027
Stranger Things,Thriller,Brazil,Mobile,63,51.89989186523711
Stranger Things,Action,Canada,TV,105,77.49942079329765
Money Heist,Documentary,United States,Desktop,38,96.19136031823263
Stranger Things,Action,United States,Desktop,24,79.66355464939961
Money Heist,Drama,United States,Mobile,95,92.60054247441882
Bridgerton,Documentary,Canada,TV,27,75.12834883946988
Bridgerton,Documentary,Canada,Tablet,100,50.62963063337474
Bridgerton,Drama,India,Desktop,115,88.81408320091464
Stranger Things,Thriller,Brazil,Desktop,75,81.75122830708048
Bridgerton,Thriller,India,Desktop,109,55.07872721176907
Stranger Things,Drama,India,Mobile,81,66.80542446105716
Stranger Things,Action,United States,Tablet,100,92.51054908009938
Stranger Things,Action,Canada,Mobile,119,66.12891972516678
Stranger Things,Documentary,Brazil,Tablet,87,88.59048881349977
Bridgerton,Drama,India,Tablet,55,55.14164080320787
The Witcher,Drama,United States,Tablet,48,55.67137133729207
Stranger Things,Drama,Brazil,Tablet,82,83.39301111198402
Stranger Things,Drama,Canada,Mobile,49,89.87444888565085
The Witcher,Action,United States,Tablet,100,70.55212827104653
Money Heist,Comedy,United Kingdom,Tablet,112,68.57084559966161
Stranger Things,Thriller,India,Desktop,85,82.41865378590308
Money Heist,Thriller,United States,Mobile,114,85.35687589678432
Wednesday,Drama,United States,Desktop,106,82.32152889960017
Money Heist,Comedy,United Kingdom,Tablet,111,64.59115937869836
The Witcher,Thriller,United States,TV,118,94.39509191641604
Money Heist,Thriller,Canada,Mobile,115,73.49010378488398
Wednesday,Thriller,United States,Desktop,37,71.54602821754989
The Witcher,Documentary,Brazil,Tablet,49,67.22509275712308
Wednesday,Action,India,Desktop,103,66.3974784160743
The Witcher,Documentary,Canada,TV,27,91.0076829342824
Bridgerton,Documentary,Brazil,Desktop,80,73.02134111833007
Money Heist,Drama,Canada,TV,41,79.3683389728743
The Witcher,Comedy,India,TV,72,52.45291837043216
Stranger Things,Action,India,TV,63,58.91172116346611
Wednesday,Action,United States,Desktop,117,89.6614839136661
Bridgerton,Drama,Canada,Desktop,102,97.26831863146936
Wednesday,Thriller,United States,Tablet,78,89.49741348835192
Stranger Things,Action,United States,TV,30,92.74628282555356
Stranger Things,Thriller,India,Desktop,50,60.57864032446511
Wednesday,Thriller,United States,Tablet,27,89.16388406411848
Wednesday,Drama,United Kingdom,Tablet,39,52.51065607287864
The Witcher,Thriller,United States,Mobile,82,92.04444883557426
Bridgerton,Documentary,Canada,Desktop,104,78.39682634353652
Stranger Things,Thriller,United Kingdom,Desktop,89,76.3649566564397
Money Heist,Thriller,United States,Tablet,34,74.47804531138028
Stranger Things,Action,United States,Mobile,47,93.94004790429632
Stranger Things,Thriller,Brazil,Desktop,68,83.17291615080462
The Witcher,Drama,Canada,Tablet,100,50.1858050135992
Money Heist,Documentary,United States,Desktop,84,65.19267904341112
Money Heist,Action,United Kingdom,Desktop,61,60.86287002469323
Wednesday,Documentary,United Kingdom,Tablet,102,94.00533336032024
The Witcher,Action,India,Mobile,70,50.065731671531324
Money Heist,Drama,United States,TV,80,98.89479938930633
Bridgerton,Documentary,United States,Tablet,112,63.2545700963725
Stranger Things,Thriller,Canada,Tablet,116,75.88052387064126
Wednesday,Thriller,Canada,Tablet,29,50.780531112886464
The Witcher,Action,India,TV,25,63.26137476893106
The Witcher,Thriller,United Kingdom,Desktop,32,61.59842260788929
Stranger Things,Thriller,United Kingdom,Mobile,31,52.12623167595463
Money Heist,Action,India,Tablet,98,73.3957815972772
The Witcher,Documentary,India,Tablet,78,57.483673229180056
Stranger Things,Thriller,Brazil,Mobile,110,88.11153948210847
Wednesday,Thriller,United States,Desktop,26,77.56652748461507
The Witcher,Drama,Brazil,Mobile,48,92.95861807849667
Stranger Things,Comedy,United Kingdom,Mobile,60,71.5408695393563
Money Heist,Thriller,India,Tablet,39,86.94137186755898
Money Heist,Comedy,India,Mobile,88,66.17136776611076
The Witcher,Thriller,India,TV,75,53.70863151424612
Money Heist,Drama,United Kingdom,Mobile,72,91.06647251751218
The Witcher,Comedy,Brazil,TV,95,59.340394909524925
Money Heist,Comedy,Canada,TV,64,54.00460804401227
Money Heist,Comedy,Canada,Mobile,72,68.0205903175639
Wednesday,Documentary,India,Mobile,74,81.66516631993358
Stranger Things,Documentary,Brazil,Desktop,24,63.62865679568407
Bridgerton,Thriller,United Kingdom,Desktop,113,66.21287935081816
Stranger Things,Action,Canada,Mobile,64,52.68485939696871
Bridgerton,Action,Canada,Mobile,64,62.76156084592827
The Witcher,Documentary,Brazil,Mobile,51,64.81349179772347
Money Heist,Documentary,Canada,Mobile,88,83.99364369735875
The Witcher,Action,United States,Mobile,80,99.58571143937183
Money Heist,Thriller,Brazil,Mobile,30,64.69184778109803
Wednesday,Thriller,Canada,Desktop,72,83.63562632433852
Wednesday,Action,United Kingdom,TV,77,64.25795147550336
Stranger Things,Drama,Brazil,Mobile,27,55.486190062356
Wednesday,Documentary,United States,Desktop,64,54.93404587419387
Wednesday,Thriller,Canada,Desktop,56,54.27334007437406
The Witcher,Action,Brazil,Desktop,115,81.72750704308135
Wednesday,Documentary,Brazil,Mobile,91,74.4822105909508
Bridgerton,Thriller,India,TV,101,51.572859762301306
The Witcher,Drama,Brazil,Tablet,22,73.53801108338511
The Witcher,Action,India,Mobile,70,80.18222622529939
Stranger Things,Action,United Kingdom,Desktop,62,58.709110332646404
Stranger Things,Action,India,Mobile,48,76.10117088321743
Stranger Things,Action,Canada,Desktop,43,81.52108740844616
The Witcher,Thriller,United States,Tablet,75,60.08522786932209
Money Heist,Action,United States,TV,20,79.96457911100707
Bridgerton,Comedy,India,Desktop,115,53.20977429989072
The Witcher,Comedy,United Kingdom,Mobile,113,58.69739008020966
Stranger Things,Documentary,Canada,Mobile,92,70.20149751642299
Money Heist,Action,Canada,TV,96,70.55203902873058
Money Heist,Thriller,Canada,Tablet,83,95.85227950772381
The Witcher,Drama,Canada,Mobile,71,64.53251646826843
Wednesday,Action,Brazil,Mobile,114,76.96152636682416
The Witcher,Thriller,Brazil,Desktop,58,83.4450052809309
Wednesday,Documentary,United Kingdom,TV,80,93.1149608487062
Bridgerton,Thriller,United States,Desktop,72,80.14738153453021
Stranger Things,Documentary,United Kingdom,TV,21,87.65998509571148
Bridgerton,Documentary,India,TV,80,56.40275692484402
Bridgerton,Drama,United Kingdom,TV,51,80.89076398794447
Wednesday,Action,United Kingdom,Desktop,105,86.7032017511554
The Witcher,Drama,United States,TV,119,80.75366700092553
Bridgerton,Action,India,Tablet,38,74.41205647167152
Wednesday,Thriller,United States,TV,37,89.59824959823015
Wednesday,Thriller,Brazil,Tablet,110,72.84901798140024
Money Heist,Documentary,India,TV,100,88.92465497266895
Bridgerton,Drama,United Kingdom,Desktop,109,91.86449295292425
Bridgerton,Drama,Canada,Tablet,76,75.36827360324149
Bridgerton,Comedy,India,TV,36,78.48539252849666
Money Heist,Comedy,Brazil,Desktop,51,84.24683741206546
Stranger Things,Comedy,India,Tablet,85,86.70750282281773
Bridgerton,Comedy,Canada,Desktop,46,83.32133070744565
Bridgerton,Drama,India,Mobile,36,77.26195873638093
The Witcher,Drama,United States,Desktop,116,58.660181537995605
Bridgerton,Documentary,United Kingdom,Mobile,72,68.66577031829705
Money Heist,Documentary,India,Tablet,20,57.53684965155842
Wednesday,Documentary,Canada,Mobile,72,71.66778101089406
The Witcher,Comedy,United Kingdom,Tablet,20,65.4646531861515
Money Heist,Comedy,United States,Desktop,22,58.92664522698574
Wednesday,Documentary,India,TV,88,80.70575772312237
Bridgerton,Thriller,Canada,Tablet,42,62.518652535348885
Bridgerton,Drama,United States,Desktop,82,99.20090750981802
Wednesday,Thriller,United Kingdom,TV,25,98.84657083986576
Bridgerton,Documentary,United States,Mobile,70,87.49952160708517
Bridgerton,Comedy,Brazil,Desktop,22,62.21022365939744
Stranger Things,Drama,Canada,TV,77,90.85424734598247
Wednesday,Documentary,Brazil,TV,46,79.83314534662408
Bridgerton,Thriller,United Kingdom,Mobile,80,50.12637749159545
The Witcher,Documentary,United Kingdom,Mobile,25,75.63419767249714
Stranger Things,Action,United Kingdom,Mobile,34,59.78492696515198
Money Heist,Thriller,United Kingdom,TV,87,55.53742539152545
The Witcher,Documentary,Brazil,TV,114,71.19686279467908
The Witcher,Comedy,United Kingdom,Desktop,97,70.02976870526362
Wednesday,Documentary,United Kingdom,TV,93,61.99058352844406
Wednesday,Drama,United Kingdom,Desktop,70,72.4863654161891
Stranger Things,Documentary,United States,Desktop,72,73.92454299476093
The Witcher,Drama,Brazil,Desktop,26,93.84239991257283
Wednesday,Comedy,Brazil,TV,110,82.68413328285678
Money Heist,Documentary,Canada,Mobile,45,70.03496406216264
The Witcher,Documentary,Canada,Desktop,40,79.24680591695238
Wednesday,Comedy,United States,Mobile,116,58.564527733383656
The Witcher,Action,Brazil,Desktop,84,95.36328564074088
Stranger Things,Thriller,India,Tablet,23,75.07893249532282
Stranger Things,Action,United States,TV,36,54.19758307498919
Money Heist,Drama,India,Tablet,81,89.18113712217149
Wednesday,Drama,India,TV,74,85.75506693812335
The Witcher,Comedy,India,Tablet,69,93.59381901994273
Wednesday,Action,India,Mobile,56,59.83003984074452
Money Heist,Drama,United Kingdom,Desktop,24,94.97134110869234
Money Heist,Drama,India,Tablet,91,94.5052736721352
Stranger Things,Action,United States,TV,29,88.23312776146224
Money Heist,Comedy,Brazil,Tablet,114,80.65361549413575
Bridgerton,Documentary,Canada,TV,72,96.97404438574378
The Witcher,Action,Brazil,Tablet,103,56.26504482030546
The Witcher,Drama,United States,TV,83,89.55570591007198
The Witcher,Thriller,Brazil,Tablet,47,85.88611273717457
Wednesday,Documentary,United Kingdom,TV,91,64.26488604451141
The Witcher,Drama,United Kingdom,Mobile,44,87.784088852476
The Witcher,Drama,Brazil,Mobile,53,60.79628004694788
Bridgerton,Comedy,Canada,Tablet,89,92.47111347274449
Bridgerton,Action,United Kingdom,Mobile,26,85.33471901712574
Stranger Things,Thriller,United Kingdom,TV,98,50.175233176552915
Bridgerton,Thriller,United Kingdom,TV,21,61.85740366182511
Wednesday,Documentary,United States,Mobile,41,93.40742186270944
The Witcher,Documentary,Canada,Tablet,25,58.04267490746429
Bridgerton,Drama,United Kingdom,Desktop,49,96.05792469670584
Wednesday,Action,Brazil,Tablet,44,53.833619098414495
The Witcher,Thriller,United States,Mobile,98,65.53342529559733
Wednesday,Thriller,Brazil,TV,33,55.51383641382834
The Witcher,Drama,India,Desktop,43,51.693773220337505
The Witcher,Documentary,India,Tablet,28,98.7158818602207
Money Heist,Comedy,United Kingdom,Tablet,93,59.69626121598869
Money Heist,Comedy,Brazil,Mobile,67,59.06239030330775
Bridgerton,Comedy,United Kingdom,TV,32,51.80763302706446
Stranger Things,Drama,Brazil,Desktop,67,63.806820815159696
The Witcher,Documentary,India,TV,39,77.44693392593375
Wednesday,Action,India,Tablet,53,55.62772536827579
Money Heist,Documentary,United States,Tablet,57,64.97063901233165
Stranger Things,Drama,Brazil,Tablet,71,86.31785088570413
Stranger Things,Action,Brazil,Tablet,28,97.67861119175794
Bridgerton,Action,United States,Desktop,108,78.0261092447545
Money Heist,Documentary,India,Mobile,86,78.96100176137789
Money Heist,Comedy,United Kingdom,Tablet,79,51.62406610179474
The Witcher,Documentary,United States,TV,67,58.29031180151462
Bridgerton,Action,United States,TV,40,80.06881057215801
Wednesday,Action,Canada,Mobile,100,76.47892082571252
Stranger Things,Thriller,United Kingdom,TV,119,63.59229669921012
Money Heist,Thriller,India,Desktop,113,62.672684693518235
The Witcher,Thriller,Brazil,TV,111,94.1324381909752
Bridgerton,Comedy,Brazil,TV,112,87.90381986460366
Stranger Things,Action,United Kingdom,Mobile,110,55.31529106564757
Bridgerton,Documentary,India,Mobile,64,52.72612794391399
Bridgerton,Comedy,Canada,Tablet,85,91.21014557811273
Bridgerton,Drama,Canada,TV,20,69.36089285396024
Wednesday,Comedy,Canada,Mobile,84,52.27904935390913
Money Heist,Comedy,United States,Tablet,29,76.10367855686665
Stranger Things,Action,India,Tablet,42,60.3008702145688
Money Heist,Comedy,India,Desktop,92,75.07820766603172
The Witcher,Thriller,India,Tablet,42,96.24412216338462
Bridgerton,Thriller,India,TV,88,82.68997546668083
The Witcher,Documentary,Brazil,Tablet,91,97.65232930799225
Stranger Things,Comedy,United Kingdom,TV,117,97.21661178741458
Stranger Things,Drama,Brazil,Tablet,63,50.09363719595843
Money Heist,Thriller,Brazil,TV,25,56.224944913397394
The Witcher,Action,United States,Tablet,75,87.92123628537709
Wednesday,Thriller,United States,Mobile,83,52.56351662315766
Money Heist,Thriller,India,Tablet,32,78.08777262721951
Wednesday,Documentary,Brazil,Mobile,43,89.51413676864209
Bridgerton,Documentary,Brazil,Desktop,74,64.86502996128196
The Witcher,Drama,United States,Tablet,45,96.46742623454958
Bridgerton,Documentary,United States,Desktop,111,97.74539544675017
Wednesday,Comedy,United States,TV,83,69.8463140311907
Bridgerton,Drama,United States,Tablet,34,75.40786532800738
Wednesday,Comedy,Canada,Mobile,74,79.08927630972627
The Witcher,Drama,India,Desktop,38,81.40417382857177
Wednesday,Documentary,United Kingdom,TV,46,58.51165162191653
Stranger Things,Action,India,TV,53,60.48792575056675
Stranger Things,Comedy,India,Desktop,36,84.81152967620719
Bridgerton,Thriller,India,TV,29,50.29397846712255
Wednesday,Drama,United Kingdom,Tablet,86,62.52542179429174
Money Heist,Action,Canada,TV,61,91.37228679898067
Stranger Things,Comedy,India,TV,59,82.33036184196467
Stranger Things,Documentary,United Kingdom,TV,95,98.11390300762315
Stranger Things,Documentary,Brazil,TV,65,66.92318756209153
Money Heist,Documentary,Brazil,Desktop,73,81.63331269091998
Stranger Things,Comedy,United Kingdom,Tablet,91,99.55426690676796
Wednesday,Thriller,United Kingdom,Desktop,111,52.34491204725839
Money Heist,Action,United States,Tablet,38,59.731701637892805
Money Heist,Drama,United Kingdom,Desktop,22,84.23977010750765
Wednesday,Documentary,India,Tablet,65,93.11358646764697
The Witcher,Thriller,United States,Desktop,107,70.93035046465246
Wednesday,Comedy,India,TV,55,57.17103012701117
Bridgerton,Comedy,Canada,Mobile,109,72.3645769936314
The Witcher,Documentary,Canada,Tablet,98,64.57569291721767
Money Heist,Thriller,Brazil,Tablet,22,77.46375040641243
Money Heist,Thriller,United States,Mobile,91,98.5609394980391
Money Heist,Documentary,India,Mobile,44,60.67239406630212
Stranger Things,Documentary,United Kingdom,Tablet,113,96.36328163157046
Wednesday,Action,Canada,Mobile,104,59.32789560978078
The Witcher,Drama,India,Tablet,21,56.30580353723166
Stranger Things,Documentary,India,Tablet,67,84.07675001042354
Stranger Things,Comedy,United States,TV,77,82.95649563115803
Wednesday,Comedy,Brazil,Mobile,118,66.30925306389545
Bridgerton,Comedy,India,Mobile,84,70.83350416031853
Money Heist,Documentary,Canada,Mobile,61,65.30743254592873
Money Heist,Comedy,United States,TV,59,65.421054441434
The Witcher,Thriller,Brazil,Mobile,38,64.76409852414749
Stranger Things,Action,India,TV,49,72.35307777704118
Wednesday,Comedy,Canada,Tablet,100,51.01704155338005
Stranger Things,Action,Canada,Desktop,37,93.6318343845599
Money Heist,Comedy,India,Mobile,64,67.80834826572215
Money Heist,Action,United Kingdom,Tablet,96,82.60413414398717
Money Heist,Documentary,Canada,TV,55,89.29334283529425
Stranger Things,Thriller,United States,Tablet,77,78.35822731479354
Stranger Things,Thriller,Canada,Desktop,56,66.78470711551921
Money Heist,Thriller,India,TV,63,68.02924882941234
Bridgerton,Action,United Kingdom,Tablet,61,81.34581396569479
Bridgerton,Thriller,India,Desktop,106,70.22596233753127
Stranger Things,Action,Canada,Tablet,38,77.54946222481117
Stranger Things,Thriller,United States,TV,31,99.4033970980575
The Witcher,Action,United Kingdom,Desktop,84,63.327506022714346
Stranger Things,Thriller,United States,Desktop,57,59.20650115405924
Stranger Things,Action,Canada,TV,55,51.8587644024823
Stranger Things,Documentary,Canada,TV,88,93.94961538793251
Wednesday,Documentary,Canada,Tablet,88,91.81846465050432
The Witcher,Comedy,Brazil,TV,29,67.32475315884125
Money Heist,Thriller,United States,TV,41,60.19391713107996
Bridgerton,Documentary,Canada,TV,116,69.40138091707571
Money Heist,Drama,Canada,Desktop,101,87.38729104663139
Wednesday,Drama,Canada,TV,97,72.78053940513567
Money Heist,Documentary,United Kingdom,Tablet,47,62.6847147544256
Wednesday,Documentary,India,Desktop,89,50.96158517283801
The Witcher,Drama,Brazil,Desktop,88,53.23501652519943
Bridgerton,Drama,India,TV,31,92.172022183237
Stranger Things,Thriller,United Kingdom,Tablet,65,73.28159607795685
The Witcher,Drama,India,Tablet,84,51.33852928515639
Stranger Things,Action,United Kingdom,TV,25,59.60538195997112
Wednesday,Thriller,Brazil,Tablet,84,99.5753844139251
Wednesday,Comedy,United States,Desktop,69,63.2767802806881
Bridgerton,Drama,United Kingdom,Mobile,68,96.38661398915019
Money Heist,Documentary,Brazil,TV,75,82.82065671148365
Wednesday,Action,India,TV,48,83.34181403806465
Wednesday,Action,United Kingdom,TV,101,92.73181034093274
Wednesday,Documentary,United Kingdom,Mobile,42,52.31766347171398
Wednesday,Thriller,Brazil,Mobile,45,98.69009266414994
The Witcher,Comedy,India,TV,67,92.87074233254003
Stranger Things,Action,Brazil,TV,119,64.10211773948356
The Witcher,Comedy,United Kingdom,TV,32,71.11639395514976
Stranger Things,Action,India,Mobile,58,59.35213426193572
Stranger Things,Thriller,Brazil,Desktop,40,91.71277517925859
Money Heist,Thriller,United States,TV,69,52.6888452666526
Wednesday,Drama,United States,TV,77,83.92696221071878
Bridgerton,Drama,Brazil,TV,86,67.40380389505178
Bridgerton,Drama,United Kingdom,TV,116,60.82215417058357
Stranger Things,Comedy,Canada,Tablet,79,87.94932202217413
The Witcher,Action,India,Tablet,44,67.82089275788938
Bridgerton,Thriller,United Kingdom,Desktop,90,97.69475319488703
